Episode,GPU Time,CPU Time,MSE,RMSE
Episode_1,0.04251045820682308,0.0260547149686304,0.0007971312245420855,0.02823351243720989
Episode_2,0.04725921940429048,0.02680326598268945,0.000163941101850741,0.012803948681978579
Episode_3,0.050783422769687454,0.03122820926783831,0.0004840744998807928,0.022001693113958134
Episode_4,0.059124399506912034,0.03398911813089208,0.00018861062279191255,0.01373355827132621
Episode_5,0.06030125316104557,0.02731799069547887,6.731536431667451e-05,0.008204594098227803
Episode_6,0.05360407333991727,0.012833184352229934,0.0004989282937047911,0.02233670283870901
Episode_7,0.059238754592587116,0.013166511519722025,0.00010859232772290486,0.0104207642581005
Episode_8,0.052033652905087754,0.013940145450352397,0.0005908594792149121,0.024307601264108972
Episode_9,0.053820504093285856,0.014428551169093496,0.00016997033043909045,0.013037266985035262
