Episode,GPU Time,CPU Time,MSE,RMSE
Episode_1,0.050335350105301345,0.03696793097036856,0.0005818341734368925,0.024121239052687416
Episode_2,0.0506088224465791,0.03702810426916217,0.00022502621788370942,0.015000873904000041
Episode_3,0.051032932520781504,0.03693569432565907,7.057333462658353e-05,0.008400793690276147
Episode_4,0.050445453279066806,0.03697561936668891,1.3148701082618836e-05,0.003626113771328588
Episode_5,0.05132753874159299,0.036932213975506806,7.320340865316567e-06,0.002705612844683542
Episode_6,0.052251360211611954,0.036872890561030144,0.00026031451354304396,0.01613426519997251
Episode_7,0.05479190219141169,0.03696034604119367,1.3917230747411373e-05,0.0037305804839744944
Episode_8,0.05662440496559231,0.03697173025536482,9.127593917932529e-06,0.0030211908112419065
Episode_9,0.05913995607884344,0.037006764890191085,3.297075533781861e-05,0.005742016661227883
